id_nota,cedula,programa,grupo,materia,docente,corte,tipo_actividad,peso_pct,nota,fecha_evaluacion
N0714,1079954028,CEX,A,Comercio Internacional,Hernando Salcedo,3,Sustentación,15,3.6,2025-05-31
N0715,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,1,Parcial escrito,35,2.9,2025-03-03
N0716,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,1,Taller grupal,15,2.8,2025-02-18
N0717,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,2,Parcial escrito,30,3.6,2025-04-11
N0718,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,2,Proyecto parcial,20,3.4,2025-04-29
N0719,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,3,Proyecto final (ausente),35,,2025-05-08
N0720,1079954028,CEX,A,Logística y Distribución,Hernando Salcedo,3,Sustentación,15,2.8,2025-06-12
N0721,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,1,Parcial escrito (ausente),35,,2025-02-23
N0722,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,1,Taller grupal,15,3.8,2025-03-21
N0723,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,2,Parcial escrito,30,4.0,2025-04-24
N0724,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,2,Proyecto parcial,20,4.7,2025-04-13
N0725,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,3,Proyecto final,35,3.6,2025-06-05
N0726,1008162011,CEX,A,Comercio Internacional,Hernando Salcedo,3,Sustentación,15,4.1,2025-05-18
N0727,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,1,Parcial escrito,35,3.1,2025-03-08
N0728,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,1,Taller grupal,15,4.0,2025-02-22
N0729,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,2,Parcial escrito,30,3.8,2025-05-02
N0730,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,2,Proyecto parcial (ausente),20,,2025-04-17
N0731,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,3,Proyecto final (ausente),35,,2025-06-02
N0732,1008162011,CEX,A,Logística y Distribución,Hernando Salcedo,3,Sustentación,15,3.8,2025-06-01
N0733,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,1,Parcial escrito,35,3.1,2025-02-25
N0734,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,1,Taller grupal,15,3.8,2025-02-18
N0735,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,2,Parcial escrito,30,3.7,2025-05-01
N0736,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,2,Proyecto parcial,20,3.9,2025-04-20
N0737,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,3,Proyecto final,35,3.6,2025-05-26
N0738,1140691218,CEX,A,Comercio Internacional,Hernando Salcedo,3,Sustentación,15,3.8,2025-06-09
N0739,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,1,Parcial escrito,35,3.9,2025-03-05
N0740,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,1,Taller grupal,15,3.5,2025-03-13
N0741,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,2,Parcial escrito (ausente),30,,2025-04-23
N0742,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,2,Proyecto parcial,20,3.6,2025-04-16
N0743,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,3,Proyecto final,35,4.0,2025-05-08
N0744,1140691218,CEX,A,Logística y Distribución,Hernando Salcedo,3,Sustentación,15,3.6,2025-05-31
N0745,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,1,Parcial escrito,35,3.3,2025-03-04
N0746,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,1,Taller grupal,15,3.1,2025-02-10
N0747,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,2,Parcial escrito,30,3.7,2025-04-13
N0748,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,2,Proyecto parcial,20,2.8,2025-04-01
N0749,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,3,Proyecto final,35,3.7,2025-06-20
N0750,1168413006,CEX,A,Comercio Internacional,Hernando Salcedo,3,Sustentación,15,3.0,2025-06-01
N0751,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,1,Parcial escrito,35,3.2,2025-03-21
N0752,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,1,Taller grupal,15,3.3,2025-03-11
N0753,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,2,Parcial escrito,30,3.1,2025-04-12
N0754,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,2,Proyecto parcial,20,3.5,2025-03-25
N0755,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,3,Proyecto final,35,3.2,2025-05-29
N0756,1168413006,CEX,A,Logística y Distribución,Hernando Salcedo,3,Sustentación,15,3.1,2025-05-24
